顧客番号,契約年月日,年齢,性別,出身地,購入年月日,購買金額
C0237,20240630,20,2,近畿,20250805,41607.0
C1763,20230809,51,1,東北,20250129,8919.0
C1205,20200518,44,1,北海道,20250712,33180.0
C1853,20230818,66,2,中国,20250225,-501.0
C0558,20240307,27,2,九州,20251204,32677.0
C1365,20220608,33,2,東北,20250731,43246.0
C1482,20211105,27,1,中部,20250826,38862.0
C1104,20210117,75,1,四国,20250719,47414.0
C0647,20200604,46,1,中部,20250627,20602.0
C1796,20231221,48,2,関東,20250602,47141.0
C0987,20220917,38,2,近畿,20250213,24692.0
C0820,20240805,80,1,四国,20250617,35422.0
C1783,20230402,71,2,中国,20251014,43750.0
C0473,20211029,25,1,近畿,20250716,46376.0
C1695,20200914,38,1,九州,20251203,16760.0
C1739,20200117,40,1,中国,20250315,-2080.0
C0112,20200914,46,1,四国,20250620,19085.0
C1316,20210408,32,2,近畿,20250702,17925.0
C1974,20211104,45,2,関東,20250116,615.0
C1846,20230307,47,1,四国,20250309,32083.0
C1655,20220602,32,2,中部,20251121,40228.0
C0383,20211221,18,2,中国,20250211,-2217.0
C0017,20211226,42,2,九州,20250420,4605.0
C0493,20241211,75,1,中国,20250210,40557.0
C1355,20230312,19,2,中部,20251102,39608.0
C0926,20211228,65,1,近畿,20250106,14192.0
C1763,20230809,51,1,東北,20251127,-1669.0
C1897,20220819,32,2,中国,20250630,46330.0
C1510,20231123,70,2,近畿,20250930,26856.0
C1430,20230624,45,1,東北,20251227,44949.0
C0117,20230323,70,1,四国,20250704,-2154.0
C1579,20230505,41,2,北海道,20251119,28697.0
C0880,20220801,64,1,関東,20250524,32586.0
C0115,20221224,46,1,中部,20250410,47243.0
C1819,20210929,38,2,関東,,30030.0
C1573,20220902,74,2,中部,20250903,7775.0
C0814,20220706,78,2,東北,20250827,2549.0
C1649,20211214,49,1,北海道,20250731,47632.0
C1571,20230222,30,2,中国,20250322,47494.0
C0644,20230226,53,1,中国,20250425,17437.0
C1360,20230818,53,1,関東,20251003,18958.0
C0336,20230521,29,2,四国,20250321,19243.0
C0922,20220201,26,1,近畿,20250225,37177.0
C1913,20220424,20,2,北海道,20250628,37424.0
C1764,20220307,60,1,北海道,20251105,23984.0
C0147,20200215,18,1,四国,20250218,31942.0
C0122,20211023,61,1,中国,20250917,32538.0
C0081,20200806,66,1,中国,20251001,833.0
C0685,20240907,54,1,近畿,,18386.0
C1690,20210517,64,2,東北,20251018,46445.0
C0662,20241219,58,1,四国,20250130,29813.0
C0375,20211007,21,1,四国,20250909,28805.0
C1594,20230121,36,2,四国,20250304,1242.0
C0063,20230512,48,1,中部,20250323,23704.0
C0504,20210713,61,2,関東,20251121,37419.0
C0668,20200609,52,2,東北,20250618,19832.0
C0449,20201031,37,1,四国,20251106,7321.0
C1452,20210902,55,1,中部,20251209,33930.0
C0868,20210919,77,2,関東,20250607,27407.0
C1451,20211108,77,2,九州,20250225,-927.0
C1445,20211124,56,1,九州,20251201,12667.0
C1346,20231227,44,1,中部,20250522,11035.0
C1937,20231218,66,1,九州,20250529,1732.0
C0680,20240602,48,2,中部,20250814,-1513.0
C1190,20230614,26,2,中国,20250125,29952.0
C1621,20220319,67,1,東北,20250627,24425.0
C1981,20240904,27,1,四国,20251231,41658.0
C1673,20210109,38,2,,20250405,14571.0
C0461,20240409,51,2,中国,20250222,24075.0
C0459,20210612,55,1,関東,20251031,37185.0
C1213,20220102,71,2,中部,20250311,495.0
C0464,20231111,66,1,四国,20250625,13681.0
C0912,20220320,65,1,中部,20250512,9781.0
C0379,20211023,39,2,北海道,20251205,34865.0
C1026,20210319,42,2,九州,20251204,3469.0
C1642,20200812,19,1,九州,20251226,40167.0
C0364,20240430,77,2,九州,20251127,11202.0
C0072,20240317,60,2,中国,20250801,14928.0
C1451,20211108,77,2,九州,20250730,5985.0
C0638,20210519,62,1,四国,20251211,34599.0
C1194,20220622,23,2,東北,20250305,11775.0
C1229,20231026,47,2,四国,20250204,-4032.0
C1849,20201111,48,1,北海道,20250112,5382.0
C0337,20220408,56,1,近畿,20251212,151.0
C1496,20210724,35,1,近畿,20251107,21804.0
C0195,20200309,66,1,中部,20250905,38586.0
C1694,20240518,79,1,東北,20250422,27259.0
C1012,20210127,67,1,関東,20251121,15748.0
C0653,20220621,61,1,九州,20250401,14691.0
C1299,20220312,44,1,中部,20251021,27020.0
C0007,20220425,25,1,中国,20250129,38560.0
C0905,20241101,50,1,四国,20250112,22256.0
C0979,20231010,25,2,四国,20250527,1125.0
C0566,20231023,50,2,中国,20250517,-630.0
C0616,20240617,37,1,近畿,20251204,-162.0
C1878,20231110,69,2,九州,20250606,43943.0
C1874,20210712,72,2,九州,20250916,-1866.0
C0573,20231010,43,1,四国,20250328,40459.0
C0599,20240202,48,2,九州,20250607,38199.0
C0770,20221207,40,1,中部,20250705,6556.0
C1202,20221201,77,2,近畿,20251210,28822.0
C0242,20240913,20,1,北海道,20251105,22977.0
C1227,20230610,51,1,北海道,20251223,15113.0
C1567,20220525,18,1,中国,20250817,25566.0
C1825,20241230,74,1,四国,20250104,-2331.0
C1486,20220908,56,1,中部,20250226,44427.0
C1104,20210117,75,1,四国,20250128,11081.0
C1547,20210304,38,2,北海道,20250116,7938.0
C1441,20210119,56,1,九州,20250113,717.0
C0766,20210726,29,1,中部,20250719,7282.0
C0384,20210929,39,1,東北,20250703,42659.0
C0391,20240731,64,1,中国,20251105,37065.0
C0896,20220404,64,2,中部,20251031,9201.0
C1823,20220915,21,2,九州,20251008,11289.0
C0688,20200225,61,1,中国,20251118,19406.0
C1150,20241022,27,1,中国,20250607,26286.0
C1518,20210222,35,1,中国,20251226,7873.0
C0047,20240819,67,2,北海道,20250916,11512.0
C1742,20210409,56,2,,20250606,23927.0
C1500,20231112,53,1,関東,20250404,18461.0
C1973,20241017,39,1,中国,20250924,15710.0
C0619,20211011,23,1,近畿,20250121,14952.0
C0464,20231111,66,1,四国,20250507,8448.0
C1811,20210316,52,2,東北,20251213,10198.0
C1873,20201116,66,1,四国,20251217,2622.0
C0123,20220804,64,2,中部,20251216,35848.0
C1498,20220123,62,2,中部,20250422,-2598.0
C0134,20240112,66,1,四国,20250822,45799.0
C1643,20240402,71,1,四国,20250203,31324.0
C1841,20230924,21,2,東北,20250321,23467.0
C0841,20210615,67,1,関東,20250324,29961.0
C1586,20200621,57,2,,20250129,38007.0
C0849,20200113,46,1,中国,20250511,47256.0
C0607,20200223,45,1,近畿,20250111,15739.0
C1804,20241101,64,2,四国,20250303,13518.0
C0023,20201015,43,2,九州,20251225,21547.0
C0566,20231023,50,2,中国,20250202,23936.0
C1910,20201024,78,1,四国,20250516,15287.0
C0766,20210726,29,1,中部,20250329,47765.0
C0965,20240723,36,1,関東,20250117,36351.0
C0235,20210523,58,2,九州,20250401,46431.0
C0996,20220228,43,1,中国,20251026,20476.0
C1083,20240622,71,1,近畿,20250910,7875.0
C1188,20200519,53,1,九州,20250314,5686.0
C1795,20211014,68,2,九州,20250725,12536.0
C0826,20211221,72,2,近畿,20250918,29062.0
C0216,20201001,35,1,中国,20250627,43216.0
C1207,20240902,38,1,関東,20251108,20041.0
C1593,20221024,32,2,中部,20251109,26653.0
C0657,20231231,36,1,中部,20250808,16673.0
C0935,20230812,51,2,北海道,20250622,NaN
C1114,20211217,54,1,中国,20250614,14629.0
C1988,20210315,30,2,東北,20251124,41105.0
C0311,20240107,55,2,東北,20251201,18100.0
C0557,20201112,50,2,中部,20250808,1654.0
C0972,20210328,66,1,東北,20251019,20063.0
C0257,20240707,32,1,中国,20250610,14322.0
C0533,20200724,28,1,中国,20250905,14010.0
C1557,20241211,32,2,中国,20250312,45101.0
C0052,20240512,48,2,東北,20250402,7693.0
C1362,20220227,31,2,中部,20251227,4241.0
C1195,20200312,58,2,九州,20251117,24778.0
C1972,20240808,47,1,九州,20250902,31843.0
C1091,20241227,30,2,北海道,20250124,7651.0
C1649,20211214,49,1,北海道,20250214,20966.0
C0300,20220820,65,2,近畿,20250708,4275.0
C0672,20240827,80,2,東北,20251013,40606.0
C0778,20240928,33,2,中国,20251117,-3342.0
C0832,20210309,22,1,四国,20251207,23963.0
C0232,20210504,54,2,四国,20250324,1932.0
C0975,20230713,55,2,四国,20250810,9248.0
C1861,20220605,47,2,関東,20251218,19437.0
C1092,20201214,72,1,四国,20251209,34727.0
C1530,20221224,66,2,近畿,20250807,13201.0
C0028,20240602,49,2,東北,20250806,36150.0
C1973,20241017,39,1,中国,20250709,44612.0
C1652,20230413,51,2,北海道,20250308,19355.0
C1075,20210225,78,1,九州,20250131,9999.0
C1717,20201030,38,2,東北,20251118,1376.0
C1284,20220618,29,1,東北,20250907,46673.0
C0591,20220617,78,1,近畿,20250223,-1524.0
C0785,20240504,18,2,九州,20250110,46857.0
C0620,20201026,75,1,九州,20250615,-634.0
C1987,20231011,42,2,関東,20251205,43974.0
C0586,20240105,72,1,近畿,20251012,20733.0
C1711,20200918,45,1,近畿,20250602,7458.0
C1002,20220724,54,1,中国,20250201,27795.0
C0184,20210103,71,1,四国,20250117,15615.0
C1047,20200706,45,1,四国,20251028,6164.0
C1810,20230920,71,2,四国,20251101,34316.0
C0129,20220517,56,2,九州,20251209,-1976.0
C0291,20230926,23,1,東北,20250526,24559.0
C1856,20220715,36,2,中部,20250316,-3736.0
C0501,20211019,24,1,中国,20250504,4047.0
C0186,20200530,68,1,関東,20250221,39985.0
C0479,20201201,70,1,関東,20250709,1587.0
C1595,20220707,24,2,中国,20250521,1577.0
C0492,20210304,77,1,中部,20250329,12635.0
C0513,20201018,39,1,中部,20250325,40564.0
C1667,20211218,42,2,近畿,20250831,-1130.0
C1091,20241227,30,2,北海道,20250416,29094.0
C1829,20240618,72,2,九州,20250402,4217.0
C0467,20240710,29,2,九州,20251221,44513.0
C0285,20220722,51,2,関東,20250121,12602.0
C0601,20220726,58,1,中国,20250106,-4395.0
C1441,20210119,56,1,九州,20250809,17343.0
C1124,20230726,35,1,北海道,20251105,45822.0
C0189,20231230,27,1,関東,20250328,8003.0
C0989,20220404,25,2,北海道,20250629,38257.0
C0890,20200730,47,1,関東,20251208,27089.0
C1882,20230205,76,2,北海道,20251218,48595.0
C0388,20210513,35,1,九州,20250903,12661.0
C0241,20220514,26,2,中部,20250623,11782.0
C1806,20240422,21,1,四国,20250423,25029.0
C1755,20240813,22,1,中部,20250312,8487.0
C0417,20220815,21,1,中部,20250607,46324.0
C1942,20210519,23,2,北海道,20251026,46962.0
C0176,20200212,24,2,九州,20250825,42501.0
C0387,20220726,76,1,中国,20250706,34042.0
C1495,20211210,70,2,東北,20250831,17065.0
C0853,20220111,73,1,北海道,20250615,5844.0
C1257,20230716,33,2,中部,20250203,14323.0
C0663,20220605,76,1,東北,20250912,20397.0
C0452,20230830,74,2,近畿,20251029,40957.0
C0277,20220401,49,1,九州,20250808,12328.0
C1253,20200625,29,2,北海道,20250201,38739.0
C1195,20200312,58,2,九州,20250914,33733.0
C1759,20221230,57,1,九州,20250821,40389.0
C0213,20230923,59,1,北海道,20250803,24715.0
C1306,20230101,79,1,九州,20250830,34116.0
C0041,20211214,70,1,近畿,20250902,12580.0
C1146,20220520,45,2,中部,20250120,45364.0
C1251,20241015,34,1,中部,20250729,-4177.0
C0294,20211006,33,2,北海道,20250729,21472.0
C0600,20240516,49,2,関東,20250313,2084.0
C1291,20240530,50,1,北海道,20250611,7455.0
C0541,20220422,28,1,関東,20250627,5607.0
C1783,20230402,71,2,中国,20250111,11919.0
C1852,20200116,36,1,東北,20251229,42004.0
C0451,20221027,36,2,,20251026,14394.0
C1473,20240108,72,1,中部,20250923,44004.0
C1780,20201007,59,2,北海道,20250108,5819.0
C1085,20210121,61,2,関東,20251002,6969.0
C1526,20200524,59,1,中国,20250712,12333.0
C1171,20210415,56,2,東北,20251107,6700.0
C1710,20211017,39,2,関東,20250916,26792.0
C1969,20220705,41,1,中部,20250222,28311.0
C0790,20240828,29,1,中部,20251027,31668.0
C0334,20200406,30,1,中国,20250406,6945.0
C1905,20241221,43,1,北海道,20251031,31992.0
C1977,20201127,72,1,九州,20251106,41526.0
C0891,20230611,67,1,中部,20250402,42717.0
C1166,20230418,78,2,東北,20250524,30634.0
C0044,20231116,68,2,北海道,20251103,13630.0
C0144,20231214,54,2,中部,20250118,45988.0
C1889,20210507,50,1,北海道,20250506,36036.0
C0333,20220427,31,2,四国,20250603,19944.0
C0998,20211118,29,2,関東,20250106,18360.0
C1521,20200501,58,2,中国,20251130,7813.0
C1420,20240101,48,1,九州,20251204,44500.0
C0055,20230903,56,1,中国,20251202,-399.0
C1331,20240203,41,2,中国,20250329,7930.0
C0870,20230313,25,2,北海道,20250926,-667.0
C1447,20210208,69,2,中部,20250306,399.0
C1441,20210119,56,1,九州,20250615,49848.0
C1697,20200430,25,1,北海道,20250305,12839.0
C0797,20240509,60,1,東北,20250927,46337.0
C0325,20210720,60,2,四国,20250525,35204.0
C1734,20220610,73,2,関東,20251129,15195.0
C1695,20200914,38,1,九州,20250926,22848.0
C0080,20230811,73,2,東北,20251125,18693.0
C1055,20220424,19,1,北海道,20250106,42715.0
C0985,20230624,26,2,九州,20250501,41729.0
C1136,20240205,51,1,北海道,20251216,35854.0
C0558,20240307,27,2,九州,20251109,31450.0
C0865,20241010,33,2,東北,20251105,45998.0
C0717,20201230,62,1,近畿,20251029,-3146.0
C1588,20210328,48,1,近畿,20251130,26558.0
C1674,20210930,61,1,中部,20250512,-2015.0
C0472,20200125,44,2,北海道,20251017,38585.0
C0074,20241220,43,2,中国,20250708,14278.0
C1577,20211019,62,1,近畿,20250728,35264.0
C1503,20210609,66,2,北海道,20250211,28326.0
C0589,20211227,57,2,北海道,20250319,14280.0
C1411,20241207,36,2,関東,20251116,29022.0
C1723,20241116,32,1,四国,20250525,10667.0
C1906,20230124,33,2,中部,20251013,13065.0
C0564,20200906,19,1,中国,20250620,43846.0
C1954,20220711,23,2,近畿,,16655.0
C1457,20241213,69,2,東北,20250920,5006.0
C1436,20240102,33,2,四国,20250123,1283.0
C0467,20240710,29,2,九州,20251019,36622.0
C0599,20240202,48,2,九州,20250522,40076.0
C1645,20200907,70,1,東北,20250528,-1675.0
C0992,20200629,23,2,九州,20250426,25783.0
C1933,20240206,22,1,東北,20250322,45393.0
C0737,20200614,22,2,中部,20250125,-1857.0
C0994,20200813,70,2,関東,20250425,30805.0
C0248,20220208,32,1,近畿,20250404,7417.0
C1605,20230510,49,2,近畿,20251101,26300.0
C1144,20220701,32,1,九州,20250704,21526.0
C0067,20220216,77,2,四国,20251010,23896.0
C0573,20231010,43,1,四国,20250604,45933.0
C1980,20200205,73,2,九州,20250623,32443.0
C1351,20240213,37,2,関東,20251217,45629.0
C1944,20240907,21,2,北海道,20250622,22606.0
C0703,20241126,19,1,四国,20250603,34916.0
C0470,20231104,61,2,関東,20250114,2551.0
C0493,20241211,75,1,中国,20251031,44258.0
C1725,20240206,40,2,中部,20250508,30436.0
C0663,20220605,76,1,東北,20251207,49087.0
C0286,20241112,57,1,中部,20250402,45316.0
C1980,20200205,73,2,九州,20250928,42680.0
C1938,20230101,38,2,関東,20250810,45309.0
C1632,20220217,72,1,北海道,20251103,-2754.0
C0312,20201009,77,1,東北,20251106,34421.0
C0309,20200714,80,2,近畿,20250418,38901.0
C0775,20220920,20,2,四国,20251127,2649.0
C1121,20230913,56,2,四国,20250128,44663.0
C0965,20240723,36,1,関東,20250716,36209.0
C1137,20240920,50,1,四国,20250719,-4112.0
C1661,20230614,42,1,四国,20250603,36983.0
C0456,20200711,18,1,中国,20250311,24424.0
C1487,20210723,22,1,北海道,20250609,36559.0
C1972,20240808,47,1,九州,20251218,47174.0
C0132,20200125,18,1,東北,20250413,46682.0
C0930,20220221,30,1,中部,20250824,6075.0
C0965,20240723,36,1,関東,20250708,17699.0
C0929,20210717,70,2,四国,20251209,42972.0
C0121,20230831,73,2,四国,20251227,46216.0
C1221,20210905,40,1,中国,20250419,4950.0
C1830,20200514,24,1,九州,20251203,413.0
C1506,20220621,80,1,関東,20251028,34305.0
C0634,20220105,40,1,近畿,20250912,-1431.0
C1818,20220704,56,1,関東,20251112,-3758.0
C0897,20230711,57,2,東北,20250712,32097.0
C0772,20220504,48,1,中部,20250312,25085.0
C1063,20200222,24,1,四国,20250926,5487.0
C0566,20231023,50,2,中国,20251130,13309.0
C0512,20200703,80,2,四国,20250728,25771.0
C1498,20220123,62,2,中部,20250625,21638.0
C1185,20230712,57,2,近畿,20250827,31163.0
C0289,20240625,62,1,関東,20250408,44592.0
C0200,20200721,22,1,近畿,20251213,16615.0
C1812,20200527,43,1,東北,20250330,46895.0
C0528,20241104,63,2,北海道,20250909,3039.0
C0917,20230126,45,2,関東,20250409,3198.0
C1709,20200705,42,2,関東,20251125,29354.0
C1527,20230912,38,1,関東,20251122,44977.0
C1272,20240915,47,2,四国,20250603,-1176.0
C1407,20201225,36,2,近畿,20251022,45420.0
C1242,20230316,72,2,近畿,20251010,18999.0
C1111,20240707,66,1,四国,20251023,-1564.0
C1106,20210122,78,2,中部,20250131,23014.0
C1086,20241126,73,1,,20250511,35857.0
C0799,20241011,64,1,中国,20250804,11057.0
C1524,20230902,46,1,近畿,20250115,-3690.0
C1066,20231206,27,1,中国,20251122,4819.0
C0012,20221122,54,1,九州,20250924,43233.0
C0833,20230209,50,1,中国,20251013,8457.0
C1770,20210405,44,1,四国,20251018,-4523.0
C0841,20210615,67,1,関東,20250212,3906.0
C0643,20200301,63,2,中部,20250617,4868.0
C1139,20220605,38,2,九州,20251215,13546.0
C1242,20230316,72,2,近畿,20250912,28276.0
C1673,20210109,38,2,東北,20250619,2319.0
C0106,20230911,49,2,九州,20250916,28149.0
C0691,20240307,77,2,中国,20251212,43055.0
C0528,20241104,63,2,北海道,20250319,-3155.0
C1496,20210724,35,1,近畿,20251205,18684.0
C1778,20201011,53,1,北海道,20250326,24858.0
C0846,20230422,51,1,近畿,20250529,40330.0
C0893,20241109,34,1,近畿,20250720,37678.0
C0387,20220726,76,1,中国,20250318,21667.0
C1250,20240522,29,2,北海道,20251227,20293.0
C0481,20210513,32,2,東北,20250907,19893.0
C1778,20201011,53,1,北海道,20250222,-371.0
C0408,20231106,68,2,中部,20251027,704.0
C1481,20221012,38,1,四国,20251029,-3224.0
C1677,20231010,63,1,北海道,20251020,NaN
C0898,20230515,66,2,九州,20251021,46436.0
C0711,20220309,68,1,北海道,20250419,42996.0
C1648,20241219,33,2,九州,20251231,26236.0
C0639,20200826,68,2,中部,20250329,-3756.0
C1045,20240531,46,2,近畿,20250615,-3667.0
C1683,20240122,49,1,四国,20250924,NaN
C1625,20240307,79,2,四国,20250403,12584.0
C0815,20220412,37,2,関東,20250622,45946.0
C0918,20221230,19,2,近畿,20250305,43347.0
C0203,20220820,64,1,九州,20250506,22277.0
C0417,20220815,21,1,中部,20250818,45606.0
C0416,20230805,46,1,近畿,20250415,-3067.0
C1472,20200312,79,2,九州,20250728,28514.0
C1536,20230225,18,2,北海道,20250303,36800.0
C0085,20200120,42,1,東北,20250828,19357.0
C0167,20230718,73,2,近畿,20250302,22071.0
C0384,20210929,39,1,東北,20251212,1827.0
C0468,20210219,35,1,中部,20250112,25844.0
C1096,20230930,39,2,九州,20250517,43965.0
C0810,20220506,32,1,中国,20250714,20664.0
C0997,20230117,42,1,関東,20250315,-4208.0
C1545,20230428,77,2,中部,20251229,34695.0
C1817,20240320,57,2,九州,20250516,12651.0
C0473,20211029,25,1,近畿,20250212,NaN
C0993,20200702,45,2,九州,20250208,34137.0
C1282,20241009,70,1,北海道,20250131,42568.0
C0275,20240515,57,1,中国,20250522,14074.0
C1774,20200613,65,2,中国,20251116,2874.0
C1044,20220905,44,1,北海道,20251225,11676.0
C1514,20220120,51,1,近畿,20251219,34632.0
C1769,20241215,56,1,中部,20250213,31790.0
C0490,20211020,70,1,中部,20250707,13032.0
C1757,20241210,18,1,近畿,20251219,25885.0
C0326,20231113,70,2,四国,20250102,6008.0
C0529,20241022,64,2,九州,20251019,39870.0
C0892,20210409,35,1,関東,20251107,43110.0
C0089,20230205,33,2,関東,20251209,38878.0
C0486,20230507,24,2,近畿,20251121,171.0
C0708,20240802,56,2,北海道,20251202,4589.0
C0350,20210409,41,1,関東,20251023,13077.0
C1108,20240429,25,2,四国,20250124,1710.0
C0387,20220726,76,1,中国,20250414,45189.0
C0087,20220807,35,2,九州,20250303,15236.0
C0307,20200309,59,2,北海道,20250602,33227.0
C1874,20210712,72,2,九州,20250920,9937.0
C1178,20240913,55,2,中部,20251021,4754.0
C0440,20201021,61,1,九州,20250831,20688.0
C0740,20220708,58,2,四国,20251208,2048.0
C1984,20200724,71,1,九州,20251208,17568.0
C0264,20200303,35,1,四国,20251213,27047.0
C0977,20230225,28,2,四国,20250501,4483.0
C0735,20220313,72,2,関東,20251219,12545.0
C0421,20201125,58,2,北海道,20250622,12413.0
C0493,20241211,75,1,中国,20250413,23913.0
C0633,20230903,29,1,,20250609,40217.0
C0993,20200702,45,2,九州,20250914,43122.0
C0411,20240526,40,1,中部,20250721,28746.0
C0173,20230625,30,1,四国,20250214,3709.0
C0004,20230125,33,1,北海道,20250305,20358.0
C0854,20240101,64,1,北海道,20250715,43528.0
C1664,20210509,31,1,中国,20250311,6023.0
C0986,20220104,20,2,中部,20250630,24851.0
C1496,20210724,35,1,近畿,20251127,23756.0
C1134,20240229,52,1,中国,20250904,49281.0
C1891,20200112,23,2,東北,20251125,44289.0
C1061,20200429,47,1,四国,20250607,6145.0
C0583,20220613,32,2,北海道,20250705,16192.0
